id,name,value,category
74729,User74729,76,C
74730,User74730,75,B
74731,User74731,73,A
74732,User74732,27,A
74733,User74733,68,B
74734,User74734,18,A
74735,User74735,54,B
74736,User74736,9,C
74737,User74737,91,A
74738,User74738,86,A
74739,User74739,74,B
74740,User74740,89,A
74741,User74741,86,B
74742,User74742,51,B
74743,User74743,43,A
74744,User74744,72,B
74745,User74745,1,A
74746,User74746,2,A
74747,User74747,8,B
74748,User74748,98,B
74749,User74749,22,A
74750,User74750,71,A
74751,User74751,28,B
74752,User74752,94,A
74753,User74753,20,B
74754,User74754,34,B
74755,User74755,76,A
74756,User74756,44,C
74757,User74757,93,B
74758,User74758,88,A
74759,User74759,22,A
74760,User74760,89,A
74761,User74761,61,B
74762,User74762,34,C
74763,User74763,19,B
74764,User74764,20,C
74765,User74765,52,C
74766,User74766,45,B
74767,User74767,58,C
74768,User74768,13,A
74769,User74769,17,B
74770,User74770,29,B
74771,User74771,39,C
74772,User74772,4,A
74773,User74773,32,B
74774,User74774,30,B
74775,User74775,44,B
74776,User74776,94,B
74777,User74777,15,C
74778,User74778,53,C
74779,User74779,86,A
74780,User74780,31,A
74781,User74781,42,A
74782,User74782,26,C
74783,User74783,45,B
74784,User74784,56,B
74785,User74785,47,C
74786,User74786,83,B
74787,User74787,73,B
74788,User74788,5,C
74789,User74789,20,C
74790,User74790,30,A
74791,User74791,59,C
74792,User74792,80,B
74793,User74793,74,C
74794,User74794,35,A
74795,User74795,76,B
74796,User74796,5,C
74797,User74797,63,A
74798,User74798,73,A
74799,User74799,15,C
74800,User74800,90,C
74801,User74801,78,B
74802,User74802,75,A
74803,User74803,60,B
74804,User74804,41,A
74805,User74805,67,A
74806,User74806,22,A
74807,User74807,29,A
74808,User74808,13,A
74809,User74809,85,B
74810,User74810,39,C
74811,User74811,30,C
74812,User74812,91,C
74813,User74813,12,C
74814,User74814,82,A
74815,User74815,36,B
74816,User74816,9,A
74817,User74817,94,C
74818,User74818,85,C
74819,User74819,30,B
74820,User74820,12,B
74821,User74821,95,A
74822,User74822,76,C
74823,User74823,11,C
74824,User74824,29,C
74825,User74825,2,C
74826,User74826,71,B
74827,User74827,47,A
74828,User74828,71,B
74829,User74829,85,B
74830,User74830,16,C
74831,User74831,44,C
74832,User74832,100,B
74833,User74833,78,A
74834,User74834,28,C
74835,User74835,82,B
74836,User74836,23,B
74837,User74837,81,C
74838,User74838,67,C
74839,User74839,56,B
74840,User74840,87,B
74841,User74841,72,A
74842,User74842,60,A
74843,User74843,29,B
74844,User74844,34,B
74845,User74845,88,C
74846,User74846,31,B
74847,User74847,62,C
74848,User74848,66,B
74849,User74849,35,B
74850,User74850,70,B
74851,User74851,59,A
74852,User74852,4,B
74853,User74853,46,A
74854,User74854,44,A
74855,User74855,51,A
74856,User74856,20,C
74857,User74857,54,B
74858,User74858,48,A
74859,User74859,15,B
74860,User74860,23,A
74861,User74861,70,A
74862,User74862,83,C
74863,User74863,73,A
74864,User74864,97,C
74865,User74865,20,C
74866,User74866,57,B
74867,User74867,16,C
74868,User74868,86,B
74869,User74869,47,C
74870,User74870,72,B
74871,User74871,69,B
74872,User74872,42,B
74873,User74873,65,A
74874,User74874,30,B
74875,User74875,76,B
74876,User74876,98,C
74877,User74877,47,B
74878,User74878,5,B
74879,User74879,43,C
74880,User74880,33,C
74881,User74881,21,A
74882,User74882,58,B
74883,User74883,12,C
74884,User74884,32,B
74885,User74885,13,B
74886,User74886,27,A
74887,User74887,96,B
74888,User74888,3,A
74889,User74889,66,B
74890,User74890,85,C
74891,User74891,36,B
74892,User74892,82,A
74893,User74893,88,C
74894,User74894,27,A
74895,User74895,64,C
74896,User74896,84,B
74897,User74897,88,B
74898,User74898,10,A
74899,User74899,57,C
74900,User74900,15,A
74901,User74901,12,C
74902,User74902,15,B
74903,User74903,49,B
74904,User74904,9,C
74905,User74905,83,A
74906,User74906,31,A
74907,User74907,90,A
74908,User74908,71,C
74909,User74909,27,A
74910,User74910,97,B
74911,User74911,20,A
74912,User74912,34,C
74913,User74913,32,C
74914,User74914,23,C
74915,User74915,62,A
74916,User74916,1,A
74917,User74917,22,C
74918,User74918,31,B
74919,User74919,72,A
74920,User74920,6,A
74921,User74921,11,A
74922,User74922,14,A
74923,User74923,33,A
74924,User74924,6,A
74925,User74925,38,A
74926,User74926,69,B
74927,User74927,68,B
74928,User74928,68,B
74929,User74929,95,B
74930,User74930,1,A
74931,User74931,5,C
74932,User74932,76,A
74933,User74933,48,C
74934,User74934,96,A
74935,User74935,23,C
74936,User74936,15,C
74937,User74937,21,A
74938,User74938,11,B
74939,User74939,21,C
74940,User74940,39,C
74941,User74941,0,A
74942,User74942,57,B
74943,User74943,75,A
74944,User74944,2,C
74945,User74945,35,B
74946,User74946,81,B
74947,User74947,87,C
74948,User74948,68,B
74949,User74949,1,A
74950,User74950,90,B
74951,User74951,40,A
74952,User74952,16,C
74953,User74953,71,C
74954,User74954,45,B
74955,User74955,31,A
74956,User74956,16,A
74957,User74957,52,C
74958,User74958,73,C
74959,User74959,23,C
74960,User74960,82,A
74961,User74961,85,B
74962,User74962,7,C
74963,User74963,89,A
74964,User74964,88,B
74965,User74965,28,C
74966,User74966,21,B
74967,User74967,31,A
74968,User74968,89,B
74969,User74969,3,A
74970,User74970,35,A
74971,User74971,98,B
74972,User74972,71,B
74973,User74973,11,B
74974,User74974,97,B
74975,User74975,11,B
74976,User74976,44,B
74977,User74977,84,C
74978,User74978,95,B
74979,User74979,73,A
74980,User74980,40,C
74981,User74981,96,A
74982,User74982,64,C
74983,User74983,56,A
74984,User74984,44,A
74985,User74985,23,A
74986,User74986,74,A
74987,User74987,67,A
74988,User74988,53,B
74989,User74989,31,A
74990,User74990,30,B
74991,User74991,13,A
74992,User74992,87,C
74993,User74993,57,C
74994,User74994,67,B
74995,User74995,84,C
74996,User74996,48,A
74997,User74997,94,A
74998,User74998,24,A
74999,User74999,53,B
75000,User75000,28,B
75001,User75001,43,C
75002,User75002,33,B
75003,User75003,99,B
75004,User75004,1,B
75005,User75005,34,B
75006,User75006,3,B
75007,User75007,74,A
75008,User75008,62,B
75009,User75009,97,C
75010,User75010,63,C
75011,User75011,52,A
75012,User75012,24,C
75013,User75013,87,B
75014,User75014,36,B
75015,User75015,7,C
75016,User75016,100,A
75017,User75017,75,B
75018,User75018,65,A
75019,User75019,21,B
75020,User75020,57,B
75021,User75021,98,C
75022,User75022,41,C
75023,User75023,46,A
75024,User75024,0,C
75025,User75025,47,A
75026,User75026,20,C
75027,User75027,40,C
75028,User75028,69,A
75029,User75029,14,C
75030,User75030,77,B
75031,User75031,14,C
75032,User75032,100,B
75033,User75033,65,C
75034,User75034,40,C
75035,User75035,10,A
75036,User75036,92,B
75037,User75037,57,A
75038,User75038,79,A
75039,User75039,20,A
75040,User75040,55,B
75041,User75041,78,A
75042,User75042,86,C
75043,User75043,12,A
75044,User75044,18,C
75045,User75045,64,A
75046,User75046,46,A
75047,User75047,27,C
75048,User75048,31,A
75049,User75049,22,C
75050,User75050,60,C
75051,User75051,36,A
75052,User75052,23,B
75053,User75053,33,C
75054,User75054,41,B
75055,User75055,48,B
75056,User75056,64,B
75057,User75057,3,A
75058,User75058,94,A
75059,User75059,47,A
75060,User75060,16,A
75061,User75061,42,B
75062,User75062,58,B
75063,User75063,14,B
75064,User75064,27,A
75065,User75065,94,A
75066,User75066,95,B
75067,User75067,9,C
75068,User75068,71,C
75069,User75069,47,C
75070,User75070,40,B
75071,User75071,47,B
75072,User75072,58,B
75073,User75073,10,A
75074,User75074,51,C
75075,User75075,56,B
75076,User75076,41,A
75077,User75077,37,B
75078,User75078,55,C
75079,User75079,69,B
75080,User75080,99,C
75081,User75081,93,C
75082,User75082,28,B
75083,User75083,35,C
75084,User75084,92,C
75085,User75085,31,B
75086,User75086,24,A
75087,User75087,73,B
75088,User75088,25,B
75089,User75089,81,C
75090,User75090,73,C
75091,User75091,42,A
75092,User75092,30,B
75093,User75093,89,B
75094,User75094,22,A
75095,User75095,99,A
75096,User75096,99,B
75097,User75097,77,B
75098,User75098,7,B
75099,User75099,28,C
75100,User75100,43,B
75101,User75101,0,C
75102,User75102,78,A
75103,User75103,3,B
75104,User75104,78,C
75105,User75105,32,C
75106,User75106,28,C
75107,User75107,92,B
75108,User75108,41,C
75109,User75109,93,B
75110,User75110,55,B
75111,User75111,71,A
75112,User75112,2,C
75113,User75113,58,A
75114,User75114,30,A
75115,User75115,29,B
75116,User75116,63,C
75117,User75117,16,C
75118,User75118,64,C
75119,User75119,0,A
75120,User75120,21,A
75121,User75121,26,B
75122,User75122,21,A
75123,User75123,91,A
75124,User75124,46,C
75125,User75125,49,C
75126,User75126,97,A
75127,User75127,44,A
75128,User75128,7,A
75129,User75129,29,A
75130,User75130,65,B
75131,User75131,31,A
75132,User75132,64,C
75133,User75133,98,C
75134,User75134,94,B
75135,User75135,53,B
75136,User75136,95,B
75137,User75137,97,C
75138,User75138,81,A
75139,User75139,93,C
75140,User75140,74,C
75141,User75141,69,B
75142,User75142,99,A
75143,User75143,70,C
75144,User75144,76,B
75145,User75145,87,C
75146,User75146,95,A
75147,User75147,73,C
75148,User75148,79,C
75149,User75149,9,A
75150,User75150,55,C
75151,User75151,95,B
75152,User75152,18,A
75153,User75153,66,C
75154,User75154,59,B
75155,User75155,28,B
75156,User75156,99,A
75157,User75157,4,C
75158,User75158,79,B
75159,User75159,56,B
75160,User75160,69,C
75161,User75161,40,A
75162,User75162,77,B
75163,User75163,47,B
75164,User75164,18,A
75165,User75165,26,B
75166,User75166,67,B
75167,User75167,61,A
75168,User75168,39,B
75169,User75169,97,B
75170,User75170,18,B
75171,User75171,36,A
75172,User75172,83,C
75173,User75173,40,A
75174,User75174,65,B
75175,User75175,70,A
75176,User75176,58,C
75177,User75177,81,C
75178,User75178,37,B
75179,User75179,56,B
75180,User75180,17,B
75181,User75181,16,C
75182,User75182,56,A
75183,User75183,52,B
75184,User75184,51,A
75185,User75185,78,C
75186,User75186,58,C
75187,User75187,88,A
75188,User75188,34,A
75189,User75189,42,A
75190,User75190,86,B
75191,User75191,63,C
75192,User75192,76,A
75193,User75193,78,C
75194,User75194,93,C
75195,User75195,95,A
75196,User75196,65,C
75197,User75197,69,A
75198,User75198,71,C
75199,User75199,74,C
75200,User75200,70,B
75201,User75201,22,A
75202,User75202,15,C
75203,User75203,13,C
75204,User75204,53,C
75205,User75205,77,B
75206,User75206,80,B
75207,User75207,77,A
75208,User75208,88,B
75209,User75209,73,A
75210,User75210,50,B
75211,User75211,75,B
75212,User75212,53,C
75213,User75213,61,B
75214,User75214,65,B
75215,User75215,12,A
75216,User75216,14,B
75217,User75217,83,C
75218,User75218,68,B
75219,User75219,76,A
75220,User75220,56,A
75221,User75221,9,A
75222,User75222,94,C
75223,User75223,62,C
75224,User75224,10,B
75225,User75225,80,B
75226,User75226,4,C
75227,User75227,19,B
75228,User75228,84,B
75229,User75229,81,B
75230,User75230,84,B
75231,User75231,53,B
75232,User75232,95,A
75233,User75233,42,C
75234,User75234,89,A
75235,User75235,93,B
75236,User75236,61,C
75237,User75237,25,B
75238,User75238,31,A
75239,User75239,39,B
75240,User75240,62,C
75241,User75241,3,C
75242,User75242,85,A
75243,User75243,84,C
75244,User75244,51,C
75245,User75245,66,A
75246,User75246,66,A
75247,User75247,12,B
75248,User75248,8,A
75249,User75249,29,C
75250,User75250,56,C
75251,User75251,13,A
75252,User75252,41,A
75253,User75253,42,B
75254,User75254,63,C
75255,User75255,12,A
75256,User75256,15,A
75257,User75257,3,C
75258,User75258,55,A
75259,User75259,12,C
75260,User75260,17,B
75261,User75261,90,B
75262,User75262,59,B
75263,User75263,45,B
75264,User75264,100,B
75265,User75265,24,A
75266,User75266,36,A
75267,User75267,46,C
75268,User75268,16,C
75269,User75269,24,A
75270,User75270,64,B
75271,User75271,61,B
75272,User75272,49,C
75273,User75273,48,B
75274,User75274,71,A
75275,User75275,10,A
75276,User75276,73,A
75277,User75277,61,A
75278,User75278,64,C
75279,User75279,4,C
75280,User75280,8,C
75281,User75281,15,C
75282,User75282,22,B
75283,User75283,28,B
75284,User75284,62,B
75285,User75285,88,B
75286,User75286,46,B
75287,User75287,87,A
75288,User75288,82,A
75289,User75289,65,B
75290,User75290,5,C
75291,User75291,75,B
75292,User75292,9,C
75293,User75293,19,C
75294,User75294,41,A
75295,User75295,36,C
75296,User75296,92,A
75297,User75297,35,C
75298,User75298,19,B
75299,User75299,88,A
75300,User75300,78,B
75301,User75301,57,A
75302,User75302,74,C
75303,User75303,13,C
75304,User75304,37,B
75305,User75305,48,C
75306,User75306,2,B
75307,User75307,71,A
75308,User75308,99,B
75309,User75309,23,B
75310,User75310,78,C
75311,User75311,36,A
75312,User75312,7,A
75313,User75313,98,A
75314,User75314,94,B
75315,User75315,48,A
75316,User75316,79,B
75317,User75317,6,C
75318,User75318,94,A
75319,User75319,40,B
75320,User75320,41,A
75321,User75321,73,C
75322,User75322,95,C
75323,User75323,14,A
75324,User75324,21,B
75325,User75325,44,B
75326,User75326,13,C
75327,User75327,41,A
75328,User75328,43,B
75329,User75329,92,A
75330,User75330,55,B
75331,User75331,18,C
75332,User75332,63,C
75333,User75333,73,B
75334,User75334,24,B
75335,User75335,48,A
75336,User75336,41,A
75337,User75337,96,C
75338,User75338,53,C
75339,User75339,80,C
75340,User75340,29,A
75341,User75341,34,A
75342,User75342,55,B
75343,User75343,0,C
75344,User75344,39,A
75345,User75345,45,A
75346,User75346,82,B
75347,User75347,93,A
75348,User75348,79,A
75349,User75349,23,B
75350,User75350,13,B
75351,User75351,83,A
75352,User75352,49,B
75353,User75353,51,A
75354,User75354,98,A
75355,User75355,63,C
75356,User75356,70,B
75357,User75357,34,C
75358,User75358,3,B
75359,User75359,75,A
75360,User75360,25,B
75361,User75361,82,B
75362,User75362,14,C
75363,User75363,57,B
75364,User75364,83,C
75365,User75365,43,B
75366,User75366,63,C
75367,User75367,86,A
75368,User75368,18,B
75369,User75369,23,B
75370,User75370,26,C
75371,User75371,51,B
75372,User75372,8,C
75373,User75373,76,C
75374,User75374,67,B
75375,User75375,33,C
75376,User75376,92,C
75377,User75377,78,C
75378,User75378,22,C
75379,User75379,74,B
75380,User75380,36,C
75381,User75381,69,C
75382,User75382,22,A
75383,User75383,9,A
75384,User75384,41,A
75385,User75385,81,C
75386,User75386,55,C
75387,User75387,54,B
75388,User75388,93,B
75389,User75389,66,B
75390,User75390,6,A
75391,User75391,68,A
75392,User75392,32,C
75393,User75393,44,B
75394,User75394,37,C
75395,User75395,98,C
75396,User75396,22,A
75397,User75397,65,C
75398,User75398,23,C
75399,User75399,34,B
75400,User75400,61,A
75401,User75401,45,C
75402,User75402,21,A
75403,User75403,40,C
75404,User75404,64,C
75405,User75405,71,C
75406,User75406,97,B
75407,User75407,99,C
75408,User75408,40,A
75409,User75409,15,C
75410,User75410,42,A
75411,User75411,34,A
75412,User75412,89,B
75413,User75413,8,C
75414,User75414,81,C
75415,User75415,73,B
75416,User75416,23,A
75417,User75417,59,C
75418,User75418,67,A
75419,User75419,33,C
75420,User75420,11,A
75421,User75421,64,B
75422,User75422,89,A
75423,User75423,94,A
75424,User75424,74,A
75425,User75425,73,A
75426,User75426,38,C
75427,User75427,16,A
75428,User75428,69,A
75429,User75429,89,C
75430,User75430,98,A
75431,User75431,43,C
75432,User75432,98,A
75433,User75433,30,C
75434,User75434,17,A
75435,User75435,5,A
75436,User75436,3,A
75437,User75437,19,A
75438,User75438,25,A
75439,User75439,24,C
75440,User75440,71,A
75441,User75441,46,A
75442,User75442,3,C
75443,User75443,90,A
75444,User75444,44,B
75445,User75445,13,B
75446,User75446,74,A
75447,User75447,3,A
75448,User75448,18,A
75449,User75449,79,A
75450,User75450,28,B
75451,User75451,88,C
75452,User75452,59,C
75453,User75453,98,C
75454,User75454,10,C
75455,User75455,79,C
75456,User75456,46,C
75457,User75457,1,C
75458,User75458,60,C
75459,User75459,89,C
75460,User75460,33,B
75461,User75461,4,A
75462,User75462,60,C
75463,User75463,28,C
75464,User75464,17,B
75465,User75465,46,A
75466,User75466,4,A
75467,User75467,96,C
75468,User75468,100,C
75469,User75469,16,B
75470,User75470,19,A
75471,User75471,3,B
75472,User75472,82,C
75473,User75473,87,B
75474,User75474,58,A
75475,User75475,17,C
75476,User75476,81,B
75477,User75477,35,A
75478,User75478,4,C
75479,User75479,69,B
75480,User75480,55,B
75481,User75481,99,A
75482,User75482,43,C
75483,User75483,35,B
75484,User75484,80,A
75485,User75485,36,B
75486,User75486,59,A
75487,User75487,31,C
75488,User75488,7,A
75489,User75489,84,A
75490,User75490,31,B
75491,User75491,14,C
75492,User75492,3,A
75493,User75493,5,C
75494,User75494,7,A
75495,User75495,15,C
75496,User75496,92,B
75497,User75497,32,B
75498,User75498,49,A
75499,User75499,56,B
75500,User75500,66,B
75501,User75501,98,B
75502,User75502,86,A
75503,User75503,22,B
75504,User75504,49,C
75505,User75505,90,C
75506,User75506,40,C
75507,User75507,56,C
75508,User75508,12,A
75509,User75509,23,B
75510,User75510,33,C
75511,User75511,40,B
75512,User75512,56,C
75513,User75513,18,A
75514,User75514,41,A
75515,User75515,25,C
75516,User75516,37,B
75517,User75517,35,C
75518,User75518,97,C
75519,User75519,51,C
75520,User75520,20,A
75521,User75521,50,A
75522,User75522,85,A
75523,User75523,88,A
75524,User75524,27,A
75525,User75525,39,B
75526,User75526,22,B
75527,User75527,24,C
75528,User75528,66,B
75529,User75529,33,B
75530,User75530,57,B
75531,User75531,39,A
75532,User75532,99,B
75533,User75533,33,B
75534,User75534,9,A
75535,User75535,12,A
75536,User75536,53,B
75537,User75537,55,B
75538,User75538,73,C
75539,User75539,42,C
75540,User75540,75,C
75541,User75541,26,C
75542,User75542,61,C
75543,User75543,28,B
75544,User75544,12,B
75545,User75545,80,C
75546,User75546,80,C
75547,User75547,76,C
75548,User75548,25,B
75549,User75549,3,A
75550,User75550,19,C
75551,User75551,95,C
75552,User75552,27,C
75553,User75553,22,B
75554,User75554,37,A
75555,User75555,92,C
75556,User75556,59,C
75557,User75557,44,A
75558,User75558,35,C
75559,User75559,77,A
75560,User75560,91,A
75561,User75561,7,B
75562,User75562,43,C
75563,User75563,86,A
75564,User75564,62,B
75565,User75565,74,B
75566,User75566,98,B
75567,User75567,36,B
75568,User75568,45,B
75569,User75569,96,B
75570,User75570,7,B
75571,User75571,55,C
75572,User75572,66,C
75573,User75573,21,B
75574,User75574,5,A
75575,User75575,93,A
75576,User75576,65,B
75577,User75577,85,B
75578,User75578,24,B
75579,User75579,27,B
75580,User75580,46,A
75581,User75581,78,B
75582,User75582,3,B
75583,User75583,42,B
75584,User75584,25,A
75585,User75585,15,C
75586,User75586,92,A
75587,User75587,78,C
75588,User75588,78,B
75589,User75589,21,A
75590,User75590,18,C
75591,User75591,33,B
75592,User75592,17,A
75593,User75593,25,B
75594,User75594,63,C
75595,User75595,30,B
75596,User75596,97,C
75597,User75597,52,C
75598,User75598,11,B
75599,User75599,19,A
75600,User75600,23,B
75601,User75601,61,A
75602,User75602,32,B
75603,User75603,95,C
75604,User75604,27,B
75605,User75605,3,A
75606,User75606,85,C
75607,User75607,61,B
75608,User75608,21,B
75609,User75609,58,C
75610,User75610,63,B
75611,User75611,87,C
75612,User75612,71,C
75613,User75613,3,A
75614,User75614,36,B
75615,User75615,47,B
75616,User75616,8,A
75617,User75617,51,B
75618,User75618,31,A
75619,User75619,86,B
75620,User75620,71,C
75621,User75621,45,C
75622,User75622,33,A
75623,User75623,48,A
75624,User75624,46,A
75625,User75625,100,C
75626,User75626,1,B
75627,User75627,6,B
75628,User75628,75,C
75629,User75629,13,C
75630,User75630,4,A
75631,User75631,6,A
75632,User75632,11,C
75633,User75633,78,B
75634,User75634,59,A
75635,User75635,52,A
75636,User75636,69,C
75637,User75637,72,A
75638,User75638,92,C
75639,User75639,70,B
75640,User75640,60,A
75641,User75641,24,A
75642,User75642,53,B
75643,User75643,10,A
75644,User75644,38,B
75645,User75645,21,B
75646,User75646,93,A
75647,User75647,79,B
75648,User75648,62,C
75649,User75649,84,C
75650,User75650,4,C
75651,User75651,24,B
75652,User75652,96,C
75653,User75653,50,A
75654,User75654,26,C
75655,User75655,45,C
75656,User75656,50,B
75657,User75657,27,C
75658,User75658,98,B
75659,User75659,77,C
75660,User75660,78,C
75661,User75661,97,A
75662,User75662,92,A
75663,User75663,87,A
75664,User75664,78,C
75665,User75665,72,C
75666,User75666,96,A
75667,User75667,52,A
75668,User75668,82,C
75669,User75669,92,A
75670,User75670,10,A
75671,User75671,18,C
75672,User75672,96,C
75673,User75673,77,C
75674,User75674,26,A
75675,User75675,54,C
75676,User75676,74,B
75677,User75677,73,B
75678,User75678,93,A
75679,User75679,81,C
75680,User75680,68,B
75681,User75681,53,A
75682,User75682,55,C
75683,User75683,38,B
75684,User75684,98,B
75685,User75685,40,A
75686,User75686,37,A
75687,User75687,64,C
75688,User75688,89,B
75689,User75689,38,A
75690,User75690,40,C
75691,User75691,18,A
75692,User75692,15,A
75693,User75693,97,C
75694,User75694,7,A
75695,User75695,22,B
75696,User75696,92,B
75697,User75697,14,A
75698,User75698,57,A
75699,User75699,1,C
75700,User75700,35,B
75701,User75701,40,C
75702,User75702,86,A
75703,User75703,2,A
75704,User75704,94,C
75705,User75705,30,B
75706,User75706,16,C
75707,User75707,17,A
75708,User75708,35,B
75709,User75709,69,C
75710,User75710,80,A
75711,User75711,93,A
75712,User75712,50,C
75713,User75713,100,A
75714,User75714,11,A
75715,User75715,32,A
75716,User75716,23,A
75717,User75717,54,A
75718,User75718,68,C
75719,User75719,97,C
75720,User75720,42,A
75721,User75721,53,A
75722,User75722,2,C
75723,User75723,92,A
75724,User75724,13,C
75725,User75725,4,B
75726,User75726,8,A
75727,User75727,75,B
75728,User75728,20,A
75729,User75729,27,C
75730,User75730,95,C
75731,User75731,58,C
75732,User75732,92,C
75733,User75733,39,A
75734,User75734,25,A
75735,User75735,74,B
75736,User75736,5,A
75737,User75737,65,A
75738,User75738,47,C
75739,User75739,74,B
75740,User75740,71,C
75741,User75741,5,C
75742,User75742,3,A
75743,User75743,87,B
75744,User75744,97,A
75745,User75745,87,B
75746,User75746,84,B
75747,User75747,6,C
75748,User75748,8,B
75749,User75749,39,B
75750,User75750,47,B
75751,User75751,56,C
75752,User75752,47,C
75753,User75753,45,B
75754,User75754,1,C
75755,User75755,48,C
75756,User75756,6,A
75757,User75757,26,A
75758,User75758,81,C
75759,User75759,2,C
75760,User75760,47,A
75761,User75761,12,B
75762,User75762,1,B
75763,User75763,81,C
75764,User75764,17,C
75765,User75765,80,C
75766,User75766,32,C
75767,User75767,48,C
75768,User75768,32,B
75769,User75769,38,A
75770,User75770,66,B
75771,User75771,7,C
75772,User75772,47,A
75773,User75773,83,B
75774,User75774,23,B
75775,User75775,76,C
75776,User75776,90,B
75777,User75777,72,B
75778,User75778,42,B
75779,User75779,41,B
75780,User75780,24,B
75781,User75781,81,B
75782,User75782,91,B
75783,User75783,62,A
75784,User75784,86,B
75785,User75785,46,B
75786,User75786,5,B
75787,User75787,26,B
75788,User75788,57,B
75789,User75789,82,C
75790,User75790,81,A
75791,User75791,42,B
75792,User75792,96,C
75793,User75793,40,A
75794,User75794,81,B
75795,User75795,3,C
75796,User75796,79,A
75797,User75797,46,B
75798,User75798,60,B
75799,User75799,11,C
75800,User75800,32,B
75801,User75801,93,B
75802,User75802,30,C
75803,User75803,96,C
75804,User75804,62,C
75805,User75805,20,A
75806,User75806,71,A
75807,User75807,92,B
75808,User75808,90,C
75809,User75809,26,B
75810,User75810,6,C
75811,User75811,55,A
75812,User75812,55,B
75813,User75813,58,A
75814,User75814,39,B
75815,User75815,61,A
75816,User75816,66,C
75817,User75817,68,B
75818,User75818,28,A
75819,User75819,50,B
75820,User75820,42,C
75821,User75821,9,B
75822,User75822,2,C
75823,User75823,36,B
75824,User75824,77,B
75825,User75825,99,A
75826,User75826,30,C
75827,User75827,87,C
75828,User75828,71,C
75829,User75829,70,B
75830,User75830,96,C
75831,User75831,37,A
75832,User75832,27,B
75833,User75833,87,A
75834,User75834,91,B
75835,User75835,89,A
75836,User75836,14,C
75837,User75837,27,C
75838,User75838,57,B
75839,User75839,72,B
75840,User75840,69,A
75841,User75841,36,A
75842,User75842,2,C
75843,User75843,89,C
75844,User75844,3,B
75845,User75845,98,A
75846,User75846,22,B
75847,User75847,24,B
75848,User75848,63,C
75849,User75849,18,A
75850,User75850,48,C
75851,User75851,2,A
75852,User75852,51,A
75853,User75853,68,B
75854,User75854,87,A
75855,User75855,54,C
75856,User75856,25,C
75857,User75857,39,A
75858,User75858,34,A
75859,User75859,93,C
75860,User75860,54,A
75861,User75861,72,B
75862,User75862,49,A
75863,User75863,53,A
75864,User75864,87,A
75865,User75865,82,B
75866,User75866,6,A
75867,User75867,17,B
75868,User75868,28,B
75869,User75869,55,B
75870,User75870,82,A
75871,User75871,49,C
75872,User75872,95,B
75873,User75873,20,C
75874,User75874,43,A
75875,User75875,51,C
75876,User75876,3,C
75877,User75877,79,C
75878,User75878,3,C
75879,User75879,3,C
75880,User75880,31,A
75881,User75881,37,C
75882,User75882,100,C
75883,User75883,52,B
75884,User75884,68,B
75885,User75885,19,A
75886,User75886,47,C
75887,User75887,38,A
75888,User75888,28,B
75889,User75889,55,C
75890,User75890,13,C
75891,User75891,40,C
75892,User75892,73,C
75893,User75893,88,B
75894,User75894,49,C
75895,User75895,4,C
75896,User75896,89,A
75897,User75897,34,C
75898,User75898,8,C
75899,User75899,86,A
75900,User75900,17,B
75901,User75901,41,B
75902,User75902,41,A
75903,User75903,36,A
75904,User75904,39,B
75905,User75905,91,C
75906,User75906,19,B
75907,User75907,58,A
75908,User75908,39,A
75909,User75909,90,B
75910,User75910,55,B
75911,User75911,4,A
75912,User75912,75,A
75913,User75913,52,C
75914,User75914,19,B
75915,User75915,98,A
75916,User75916,29,B
75917,User75917,16,A
75918,User75918,92,B
75919,User75919,53,B
75920,User75920,74,C
75921,User75921,48,C
75922,User75922,29,B
75923,User75923,75,A
75924,User75924,29,C
75925,User75925,36,A
75926,User75926,0,B
75927,User75927,22,A
75928,User75928,0,A
75929,User75929,51,C
75930,User75930,58,C
75931,User75931,57,C
75932,User75932,20,A
75933,User75933,16,C
75934,User75934,51,C
75935,User75935,8,C
75936,User75936,65,C
75937,User75937,86,C
75938,User75938,84,A
75939,User75939,67,C
75940,User75940,76,B
75941,User75941,27,A
75942,User75942,69,A
75943,User75943,64,A
75944,User75944,19,C
75945,User75945,91,A
75946,User75946,100,B
75947,User75947,68,A
75948,User75948,61,B
75949,User75949,86,C
75950,User75950,32,B
75951,User75951,98,B
75952,User75952,78,A
75953,User75953,75,B
75954,User75954,25,B
75955,User75955,75,A
75956,User75956,50,A
75957,User75957,82,A
75958,User75958,53,C
75959,User75959,21,C
75960,User75960,26,A
75961,User75961,44,A
75962,User75962,13,C
75963,User75963,64,B
75964,User75964,89,A
75965,User75965,35,A
75966,User75966,69,A
75967,User75967,26,B
75968,User75968,95,C
75969,User75969,20,C
75970,User75970,44,A
75971,User75971,92,A
75972,User75972,49,B
75973,User75973,13,C
75974,User75974,100,A
75975,User75975,94,A
75976,User75976,60,B
75977,User75977,6,A
75978,User75978,76,C
75979,User75979,4,A
75980,User75980,52,C
75981,User75981,78,A
75982,User75982,43,A
75983,User75983,83,B
75984,User75984,35,C
75985,User75985,83,C
75986,User75986,34,A
75987,User75987,48,C
75988,User75988,65,B
75989,User75989,48,C
75990,User75990,88,B
75991,User75991,77,B
75992,User75992,14,A
75993,User75993,50,C
75994,User75994,100,B
75995,User75995,67,A
75996,User75996,90,C
75997,User75997,19,C
75998,User75998,8,A
75999,User75999,66,B
76000,User76000,53,C
